fecha;hora;datatime;recibidos;contestados;abandonados;tmo (segundos);hora numero;dia de semana;fin de semana;mes;temporada;feriados;Horario laboral tipico
01-01-2023;0:00:00;01-01-2023 0:00;54;51;3;260;0;6;1;1;1;1;0
01-01-2023;1:00:00;01-01-2023 1:00;32;30;2;260;1;6;1;1;1;1;0
01-01-2023;2:00:00;01-01-2023 2:00;22;21;1;315;2;6;1;1;1;1;0
01-01-2023;3:00:00;01-01-2023 3:00;9;9;0;262;3;6;1;1;1;1;0
01-01-2023;4:00:00;01-01-2023 4:00;7;7;0;291;4;6;1;1;1;1;0
01-01-2023;5:00:00;01-01-2023 5:00;2;2;0;366;5;6;1;1;1;1;0
01-01-2023;6:00:00;01-01-2023 6:00;6;6;0;375;6;6;1;1;1;1;0
01-01-2023;7:00:00;01-01-2023 7:00;18;17;1;252;7;6;1;1;1;1;0
01-01-2023;8:00:00;01-01-2023 8:00;35;34;1;284;8;6;1;1;1;1;1
01-01-2023;9:00:00;01-01-2023 9:00;52;51;1;325;9;6;1;1;1;1;1
01-01-2023;10:00:00;01-01-2023 10:00;101;81;20;262;10;6;1;1;1;1;1
01-01-2023;11:00:00;01-01-2023 11:00;107;86;21;290;11;6;1;1;1;1;1
01-01-2023;12:00:00;01-01-2023 12:00;86;84;2;310;12;6;1;1;1;1;1
01-01-2023;13:00:00;01-01-2023 13:00;92;88;4;340;13;6;1;1;1;1;1
01-01-2023;14:00:00;01-01-2023 14:00;66;65;1;331;14;6;1;1;1;1;1
01-01-2023;15:00:00;01-01-2023 15:00;81;79;2;258;15;6;1;1;1;1;1
01-01-2023;16:00:00;01-01-2023 16:00;57;55;2;297;16;6;1;1;1;1;1
01-01-2023;17:00:00;01-01-2023 17:00;57;56;1;302;17;6;1;1;1;1;1
01-01-2023;18:00:00;01-01-2023 18:00;62;62;0;327;18;6;1;1;1;1;0
01-01-2023;19:00:00;01-01-2023 19:00;58;58;0;274;19;6;1;1;1;1;0
01-01-2023;20:00:00;01-01-2023 20:00;62;62;0;284;20;6;1;1;1;1;0
01-01-2023;21:00:00;01-01-2023 21:00;99;99;0;287;21;6;1;1;1;1;0
01-01-2023;22:00:00;01-01-2023 22:00;66;65;1;321;22;6;1;1;1;1;0
01-01-2023;23:00:00;01-01-2023 23:00;22;22;0;264;23;6;1;1;1;1;0
02-01-2023;0:00:00;02-01-2023 0:00;25;11;14;272;0;0;0;1;1;1;0
02-01-2023;1:00:00;02-01-2023 1:00;1;1;0;332;1;0;0;1;1;1;0
02-01-2023;2:00:00;02-01-2023 2:00;3;3;0;276;2;0;0;1;1;1;0
02-01-2023;3:00:00;02-01-2023 3:00;2;2;0;157;3;0;0;1;1;1;0
02-01-2023;4:00:00;02-01-2023 4:00;1;1;0;209;4;0;0;1;1;1;0
02-01-2023;5:00:00;02-01-2023 5:00;2;2;0;112;5;0;0;1;1;1;0
02-01-2023;6:00:00;02-01-2023 6:00;8;8;0;230;6;0;0;1;1;1;0
02-01-2023;7:00:00;02-01-2023 7:00;22;19;3;248;7;0;0;1;1;1;0
02-01-2023;8:00:00;02-01-2023 8:00;45;42;3;279;8;0;0;1;1;1;1
02-01-2023;9:00:00;02-01-2023 9:00;89;88;1;301;9;0;0;1;1;1;1
02-01-2023;10:00:00;02-01-2023 10:00;94;91;3;298;10;0;0;1;1;1;1
02-01-2023;11:00:00;02-01-2023 11:00;121;119;2;283;11;0;0;1;1;1;1
02-01-2023;12:00:00;02-01-2023 12:00;109;106;3;292;12;0;0;1;1;1;1
02-01-2023;13:00:00;02-01-2023 13:00;93;92;1;276;13;0;0;1;1;1;1
02-01-2023;14:00:00;02-01-2023 14:00;85;84;1;257;14;0;0;1;1;1;1
02-01-2023;15:00:00;02-01-2023 15:00;85;82;3;243;15;0;0;1;1;1;1
02-01-2023;16:00:00;02-01-2023 16:00;60;59;1;226;16;0;0;1;1;1;1
02-01-2023;17:00:00;02-01-2023 17:00;58;57;1;263;17;0;0;1;1;1;1
02-01-2023;18:00:00;02-01-2023 18:00;62;61;1;263;18;0;0;1;1;1;0
02-01-2023;19:00:00;02-01-2023 19:00;57;56;1;264;19;0;0;1;1;1;0
02-01-2023;20:00:00;02-01-2023 20:00;84;80;4;225;20;0;0;1;1;1;0
02-01-2023;21:00:00;02-01-2023 21:00;45;45;0;273;21;0;0;1;1;1;0
02-01-2023;22:00:00;02-01-2023 22:00;49;48;1;223;22;0;0;1;1;1;0
02-01-2023;23:00:00;02-01-2023 23:00;29;29;0;253;23;0;0;1;1;1;0
03-01-2023;0:00:00;03-01-2023 0:00;13;12;1;245;0;1;0;1;1;0;0
03-01-2023;1:00:00;03-01-2023 1:00;2;2;0;309;1;1;0;1;1;0;0
03-01-2023;2:00:00;03-01-2023 2:00;4;4;0;430;2;1;0;1;1;0;0
03-01-2023;3:00:00;03-01-2023 3:00;2;2;0;232;3;1;0;1;1;0;0
03-01-2023;6:00:00;03-01-2023 6:00;3;3;0;195;6;1;0;1;1;0;0
03-01-2023;7:00:00;03-01-2023 7:00;29;29;0;281;7;1;0;1;1;0;0
03-01-2023;8:00:00;03-01-2023 8:00;86;80;6;255;8;1;0;1;1;0;1
03-01-2023;9:00:00;03-01-2023 9:00;135;133;2;320;9;1;0;1;1;0;1
03-01-2023;10:00:00;03-01-2023 10:00;170;170;0;321;10;1;0;1;1;0;1
03-01-2023;11:00:00;03-01-2023 11:00;178;176;2;316;11;1;0;1;1;0;1
03-01-2023;12:00:00;03-01-2023 12:00;193;193;0;303;12;1;0;1;1;0;1
03-01-2023;13:00:00;03-01-2023 13:00;182;181;1;333;13;1;0;1;1;0;1
03-01-2023;14:00:00;03-01-2023 14:00;152;150;2;322;14;1;0;1;1;0;1
03-01-2023;15:00:00;03-01-2023 15:00;148;148;0;335;15;1;0;1;1;0;1
03-01-2023;16:00:00;03-01-2023 16:00;139;139;0;286;16;1;0;1;1;0;1
03-01-2023;17:00:00;03-01-2023 17:00;143;141;2;297;17;1;0;1;1;0;1
03-01-2023;18:00:00;03-01-2023 18:00;134;134;0;253;18;1;0;1;1;0;0
03-01-2023;19:00:00;03-01-2023 19:00;97;97;0;310;19;1;0;1;1;0;0
03-01-2023;20:00:00;03-01-2023 20:00;93;92;1;260;20;1;0;1;1;0;0
03-01-2023;21:00:00;03-01-2023 21:00;109;107;2;256;21;1;0;1;1;0;0
03-01-2023;22:00:00;03-01-2023 22:00;76;75;1;270;22;1;0;1;1;0;0
03-01-2023;23:00:00;03-01-2023 23:00;50;50;0;270;23;1;0;1;1;0;0
04-01-2023;0:00:00;04-01-2023 0:00;21;21;0;208;0;2;0;1;1;0;0
04-01-2023;1:00:00;04-01-2023 1:00;5;5;0;263;1;2;0;1;1;0;0
04-01-2023;2:00:00;04-01-2023 2:00;2;2;0;478;2;2;0;1;1;0;0
04-01-2023;4:00:00;04-01-2023 4:00;2;2;0;181;4;2;0;1;1;0;0
04-01-2023;6:00:00;04-01-2023 6:00;13;13;0;189;6;2;0;1;1;0;0
04-01-2023;7:00:00;04-01-2023 7:00;27;27;0;318;7;2;0;1;1;0;0
04-01-2023;8:00:00;04-01-2023 8:00;70;70;0;323;8;2;0;1;1;0;1
04-01-2023;9:00:00;04-01-2023 9:00;161;161;0;299;9;2;0;1;1;0;1
04-01-2023;10:00:00;04-01-2023 10:00;231;230;1;320;10;2;0;1;1;0;1
04-01-2023;11:00:00;04-01-2023 11:00;210;210;0;322;11;2;0;1;1;0;1
04-01-2023;12:00:00;04-01-2023 12:00;212;208;4;283;12;2;0;1;1;0;1
04-01-2023;13:00:00;04-01-2023 13:00;189;189;0;309;13;2;0;1;1;0;1
04-01-2023;14:00:00;04-01-2023 14:00;164;164;0;292;14;2;0;1;1;0;1
04-01-2023;15:00:00;04-01-2023 15:00;181;181;0;295;15;2;0;1;1;0;1
04-01-2023;16:00:00;04-01-2023 16:00;184;183;1;315;16;2;0;1;1;0;1
04-01-2023;17:00:00;04-01-2023 17:00;143;143;0;283;17;2;0;1;1;0;1
04-01-2023;18:00:00;04-01-2023 18:00;106;105;1;279;18;2;0;1;1;0;0
04-01-2023;19:00:00;04-01-2023 19:00;115;115;0;258;19;2;0;1;1;0;0
04-01-2023;20:00:00;04-01-2023 20:00;87;86;1;270;20;2;0;1;1;0;0
04-01-2023;21:00:00;04-01-2023 21:00;88;88;0;252;21;2;0;1;1;0;0
04-01-2023;22:00:00;04-01-2023 22:00;76;76;0;256;22;2;0;1;1;0;0
04-01-2023;23:00:00;04-01-2023 23:00;35;35;0;304;23;2;0;1;1;0;0
05-01-2023;0:00:00;05-01-2023 0:00;54;26;28;371;0;3;0;1;1;0;0
05-01-2023;1:00:00;05-01-2023 1:00;13;12;1;270;1;3;0;1;1;0;0
05-01-2023;2:00:00;05-01-2023 2:00;4;4;0;195;2;3;0;1;1;0;0
05-01-2023;3:00:00;05-01-2023 3:00;2;2;0;252;3;3;0;1;1;0;0
05-01-2023;4:00:00;05-01-2023 4:00;2;2;0;230;4;3;0;1;1;0;0
05-01-2023;5:00:00;05-01-2023 5:00;2;2;0;522;5;3;0;1;1;0;0
05-01-2023;6:00:00;05-01-2023 6:00;9;9;0;244;6;3;0;1;1;0;0
05-01-2023;7:00:00;05-01-2023 7:00;40;40;0;255;7;3;0;1;1;0;0
05-01-2023;8:00:00;05-01-2023 8:00;100;100;0;292;8;3;0;1;1;0;1
05-01-2023;9:00:00;05-01-2023 9:00;180;178;2;293;9;3;0;1;1;0;1
05-01-2023;10:00:00;05-01-2023 10:00;247;246;1;301;10;3;0;1;1;0;1
05-01-2023;11:00:00;05-01-2023 11:00;191;190;1;324;11;3;0;1;1;0;1
05-01-2023;12:00:00;05-01-2023 12:00;199;197;2;347;12;3;0;1;1;0;1
05-01-2023;13:00:00;05-01-2023 13:00;161;160;1;328;13;3;0;1;1;0;1
05-01-2023;14:00:00;05-01-2023 14:00;142;141;1;331;14;3;0;1;1;0;1
05-01-2023;15:00:00;05-01-2023 15:00;143;143;0;299;15;3;0;1;1;0;1
05-01-2023;16:00:00;05-01-2023 16:00;140;140;0;336;16;3;0;1;1;0;1
05-01-2023;17:00:00;05-01-2023 17:00;131;131;0;309;17;3;0;1;1;0;1
05-01-2023;18:00:00;05-01-2023 18:00;106;105;1;302;18;3;0;1;1;0;0
05-01-2023;19:00:00;05-01-2023 19:00;104;103;1;295;19;3;0;1;1;0;0
05-01-2023;20:00:00;05-01-2023 20:00;110;107;3;236;20;3;0;1;1;0;0
05-01-2023;21:00:00;05-01-2023 21:00;129;129;0;260;21;3;0;1;1;0;0
05-01-2023;22:00:00;05-01-2023 22:00;87;78;9;246;22;3;0;1;1;0;0
05-01-2023;23:00:00;05-01-2023 23:00;34;33;1;338;23;3;0;1;1;0;0
06-01-2023;0:00:00;06-01-2023 0:00;28;25;3;216;0;4;0;1;1;0;0
06-01-2023;1:00:00;06-01-2023 1:00;4;4;0;182;1;4;0;1;1;0;0
06-01-2023;2:00:00;06-01-2023 2:00;3;2;1;286;2;4;0;1;1;0;0
06-01-2023;3:00:00;06-01-2023 3:00;7;6;1;224;3;4;0;1;1;0;0
06-01-2023;4:00:00;06-01-2023 4:00;3;3;0;313;4;4;0;1;1;0;0
06-01-2023;6:00:00;06-01-2023 6:00;10;10;0;230;6;4;0;1;1;0;0
06-01-2023;7:00:00;06-01-2023 7:00;29;29;0;242;7;4;0;1;1;0;0
06-01-2023;8:00:00;06-01-2023 8:00;85;85;0;272;8;4;0;1;1;0;1
06-01-2023;9:00:00;06-01-2023 9:00;175;174;1;323;9;4;0;1;1;0;1
06-01-2023;10:00:00;06-01-2023 10:00;188;188;0;327;10;4;0;1;1;0;1
06-01-2023;11:00:00;06-01-2023 11:00;194;194;0;327;11;4;0;1;1;0;1
06-01-2023;12:00:00;06-01-2023 12:00;189;189;0;364;12;4;0;1;1;0;1
06-01-2023;13:00:00;06-01-2023 13:00;157;155;2;312;13;4;0;1;1;0;1
06-01-2023;14:00:00;06-01-2023 14:00;133;133;0;326;14;4;0;1;1;0;1
06-01-2023;15:00:00;06-01-2023 15:00;168;168;0;320;15;4;0;1;1;0;1
06-01-2023;16:00:00;06-01-2023 16:00;148;148;0;335;16;4;0;1;1;0;1
06-01-2023;17:00:00;06-01-2023 17:00;123;122;1;284;17;4;0;1;1;0;1
06-01-2023;18:00:00;06-01-2023 18:00;91;90;1;335;18;4;0;1;1;0;0
06-01-2023;19:00:00;06-01-2023 19:00;112;112;0;287;19;4;0;1;1;0;0
06-01-2023;20:00:00;06-01-2023 20:00;92;91;1;278;20;4;0;1;1;0;0
06-01-2023;21:00:00;06-01-2023 21:00;227;139;88;210;21;4;0;1;1;0;0
06-01-2023;22:00:00;06-01-2023 22:00;68;68;0;312;22;4;0;1;1;0;0
06-01-2023;23:00:00;06-01-2023 23:00;28;28;0;316;23;4;0;1;1;0;0
07-01-2023;0:00:00;07-01-2023 0:00;18;16;2;263;0;5;1;1;1;0;0
07-01-2023;1:00:00;07-01-2023 1:00;10;7;3;247;1;5;1;1;1;0;0
07-01-2023;2:00:00;07-01-2023 2:00;6;4;2;307;2;5;1;1;1;0;0
07-01-2023;3:00:00;07-01-2023 3:00;3;3;0;134;3;5;1;1;1;0;0
07-01-2023;4:00:00;07-01-2023 4:00;2;1;1;216;4;5;1;1;1;0;0
07-01-2023;5:00:00;07-01-2023 5:00;3;2;1;298;5;5;1;1;1;0;0
07-01-2023;6:00:00;07-01-2023 6:00;3;3;0;176;6;5;1;1;1;0;0
07-01-2023;7:00:00;07-01-2023 7:00;10;10;0;187;7;5;1;1;1;0;0
07-01-2023;8:00:00;07-01-2023 8:00;25;25;0;487;8;5;1;1;1;0;1
07-01-2023;9:00:00;07-01-2023 9:00;59;59;0;298;9;5;1;1;1;0;1
07-01-2023;10:00:00;07-01-2023 10:00;76;76;0;298;10;5;1;1;1;0;1
07-01-2023;11:00:00;07-01-2023 11:00;95;95;0;302;11;5;1;1;1;0;1
07-01-2023;12:00:00;07-01-2023 12:00;92;92;0;278;12;5;1;1;1;0;1
07-01-2023;13:00:00;07-01-2023 13:00;76;75;1;327;13;5;1;1;1;0;1
07-01-2023;14:00:00;07-01-2023 14:00;95;95;0;275;14;5;1;1;1;0;1
07-01-2023;15:00:00;07-01-2023 15:00;80;78;2;288;15;5;1;1;1;0;1
07-01-2023;16:00:00;07-01-2023 16:00;75;74;1;248;16;5;1;1;1;0;1
07-01-2023;17:00:00;07-01-2023 17:00;64;64;0;327;17;5;1;1;1;0;1
07-01-2023;18:00:00;07-01-2023 18:00;57;57;0;247;18;5;1;1;1;0;0
07-01-2023;19:00:00;07-01-2023 19:00;54;53;1;298;19;5;1;1;1;0;0
07-01-2023;20:00:00;07-01-2023 20:00;49;49;0;257;20;5;1;1;1;0;0
07-01-2023;21:00:00;07-01-2023 21:00;57;57;0;254;21;5;1;1;1;0;0
07-01-2023;22:00:00;07-01-2023 22:00;62;61;1;272;22;5;1;1;1;0;0
07-01-2023;23:00:00;07-01-2023 23:00;52;52;0;264;23;5;1;1;1;0;0
08-01-2023;0:00:00;08-01-2023 0:00;12;11;1;355;0;6;1;1;1;0;0
08-01-2023;1:00:00;08-01-2023 1:00;9;9;0;404;1;6;1;1;1;0;0
08-01-2023;2:00:00;08-01-2023 2:00;2;2;0;379;2;6;1;1;1;0;0
08-01-2023;3:00:00;08-01-2023 3:00;2;2;0;141;3;6;1;1;1;0;0
08-01-2023;4:00:00;08-01-2023 4:00;2;2;0;220;4;6;1;1;1;0;0
08-01-2023;5:00:00;08-01-2023 5:00;1;1;0;125;5;6;1;1;1;0;0
08-01-2023;6:00:00;08-01-2023 6:00;7;7;0;275;6;6;1;1;1;0;0
08-01-2023;7:00:00;08-01-2023 7:00;11;11;0;212;7;6;1;1;1;0;0
08-01-2023;8:00:00;08-01-2023 8:00;30;30;0;258;8;6;1;1;1;0;1
08-01-2023;9:00:00;08-01-2023 9:00;45;45;0;266;9;6;1;1;1;0;1
08-01-2023;10:00:00;08-01-2023 10:00;48;48;0;292;10;6;1;1;1;0;1
08-01-2023;11:00:00;08-01-2023 11:00;59;59;0;282;11;6;1;1;1;0;1
08-01-2023;12:00:00;08-01-2023 12:00;61;61;0;255;12;6;1;1;1;0;1
08-01-2023;13:00:00;08-01-2023 13:00;65;65;0;262;13;6;1;1;1;0;1
08-01-2023;14:00:00;08-01-2023 14:00;85;85;0;316;14;6;1;1;1;0;1
08-01-2023;15:00:00;08-01-2023 15:00;53;53;0;333;15;6;1;1;1;0;1
08-01-2023;16:00:00;08-01-2023 16:00;46;46;0;278;16;6;1;1;1;0;1
08-01-2023;17:00:00;08-01-2023 17:00;49;48;1;282;17;6;1;1;1;0;1
08-01-2023;18:00:00;08-01-2023 18:00;52;52;0;289;18;6;1;1;1;0;0
08-01-2023;19:00:00;08-01-2023 19:00;61;61;0;260;19;6;1;1;1;0;0
08-01-2023;20:00:00;08-01-2023 20:00;49;48;1;282;20;6;1;1;1;0;0
08-01-2023;21:00:00;08-01-2023 21:00;82;82;0;245;21;6;1;1;1;0;0
08-01-2023;22:00:00;08-01-2023 22:00;64;64;0;297;22;6;1;1;1;0;0
08-01-2023;23:00:00;08-01-2023 23:00;29;29;0;249;23;6;1;1;1;0;0
09-01-2023;0:00:00;09-01-2023 0:00;19;15;4;256;0;0;0;1;1;0;0
09-01-2023;1:00:00;09-01-2023 1:00;9;9;0;229;1;0;0;1;1;0;0
09-01-2023;2:00:00;09-01-2023 2:00;7;7;0;184;2;0;0;1;1;0;0
09-01-2023;3:00:00;09-01-2023 3:00;3;3;0;377;3;0;0;1;1;0;0
09-01-2023;4:00:00;09-01-2023 4:00;1;1;0;245;4;0;0;1;1;0;0
09-01-2023;5:00:00;09-01-2023 5:00;4;4;0;296;5;0;0;1;1;0;0
09-01-2023;6:00:00;09-01-2023 6:00;8;7;1;262;6;0;0;1;1;0;0
09-01-2023;7:00:00;09-01-2023 7:00;34;33;1;267;7;0;0;1;1;0;0
09-01-2023;8:00:00;09-01-2023 8:00;89;89;0;298;8;0;0;1;1;0;1
09-01-2023;9:00:00;09-01-2023 9:00;159;159;0;333;9;0;0;1;1;0;1
09-01-2023;10:00:00;09-01-2023 10:00;204;201;3;348;10;0;0;1;1;0;1
09-01-2023;11:00:00;09-01-2023 11:00;219;216;3;320;11;0;0;1;1;0;1
09-01-2023;12:00:00;09-01-2023 12:00;228;228;0;301;12;0;0;1;1;0;1
09-01-2023;13:00:00;09-01-2023 13:00;237;233;4;309;13;0;0;1;1;0;1
09-01-2023;14:00:00;09-01-2023 14:00;172;172;0;303;14;0;0;1;1;0;1
09-01-2023;15:00:00;09-01-2023 15:00;202;200;2;342;15;0;0;1;1;0;1
09-01-2023;16:00:00;09-01-2023 16:00;177;177;0;322;16;0;0;1;1;0;1
09-01-2023;17:00:00;09-01-2023 17:00;198;196;2;309;17;0;0;1;1;0;1
09-01-2023;18:00:00;09-01-2023 18:00;140;139;1;291;18;0;0;1;1;0;0
09-01-2023;19:00:00;09-01-2023 19:00;117;117;0;303;19;0;0;1;1;0;0
09-01-2023;20:00:00;09-01-2023 20:00;124;121;3;280;20;0;0;1;1;0;0
09-01-2023;21:00:00;09-01-2023 21:00;111;110;1;234;21;0;0;1;1;0;0
09-01-2023;22:00:00;09-01-2023 22:00;141;137;4;254;22;0;0;1;1;0;0
09-01-2023;23:00:00;09-01-2023 23:00;42;42;0;271;23;0;0;1;1;0;0
10-01-2023;0:00:00;10-01-2023 0:00;7;7;0;276;0;1;0;1;1;0;0
10-01-2023;1:00:00;10-01-2023 1:00;4;4;0;304;1;1;0;1;1;0;0
10-01-2023;2:00:00;10-01-2023 2:00;4;4;0;268;2;1;0;1;1;0;0
10-01-2023;3:00:00;10-01-2023 3:00;2;2;0;236;3;1;0;1;1;0;0
10-01-2023;4:00:00;10-01-2023 4:00;4;4;0;271;4;1;0;1;1;0;0
10-01-2023;6:00:00;10-01-2023 6:00;12;12;0;363;6;1;0;1;1;0;0
10-01-2023;7:00:00;10-01-2023 7:00;43;43;0;223;7;1;0;1;1;0;0
10-01-2023;8:00:00;10-01-2023 8:00;87;86;1;300;8;1;0;1;1;0;1
10-01-2023;9:00:00;10-01-2023 9:00;167;164;3;338;9;1;0;1;1;0;1
10-01-2023;10:00:00;10-01-2023 10:00;179;179;0;336;10;1;0;1;1;0;1
10-01-2023;11:00:00;10-01-2023 11:00;200;200;0;347;11;1;0;1;1;0;1
10-01-2023;12:00:00;10-01-2023 12:00;228;228;0;293;12;1;0;1;1;0;1
10-01-2023;13:00:00;10-01-2023 13:00;176;175;1;197;13;1;0;1;1;0;1
10-01-2023;14:00:00;10-01-2023 14:00;168;168;0;267;14;1;0;1;1;0;1
10-01-2023;15:00:00;10-01-2023 15:00;179;179;0;317;15;1;0;1;1;0;1
10-01-2023;16:00:00;10-01-2023 16:00;178;177;1;354;16;1;0;1;1;0;1
10-01-2023;17:00:00;10-01-2023 17:00;155;154;1;300;17;1;0;1;1;0;1
10-01-2023;18:00:00;10-01-2023 18:00;205;203;2;268;18;1;0;1;1;0;0
10-01-2023;19:00:00;10-01-2023 19:00;114;114;0;287;19;1;0;1;1;0;0
10-01-2023;20:00:00;10-01-2023 20:00;146;132;14;293;20;1;0;1;1;0;0
10-01-2023;21:00:00;10-01-2023 21:00;112;110;2;271;21;1;0;1;1;0;0
10-01-2023;22:00:00;10-01-2023 22:00;127;115;12;264;22;1;0;1;1;0;0
10-01-2023;23:00:00;10-01-2023 23:00;42;42;0;240;23;1;0;1;1;0;0
11-01-2023;0:00:00;11-01-2023 0:00;15;15;0;218;0;2;0;1;1;0;0
11-01-2023;1:00:00;11-01-2023 1:00;1;1;0;302;1;2;0;1;1;0;0
11-01-2023;2:00:00;11-01-2023 2:00;4;4;0;322;2;2;0;1;1;0;0
11-01-2023;3:00:00;11-01-2023 3:00;2;2;0;884;3;2;0;1;1;0;0
11-01-2023;4:00:00;11-01-2023 4:00;3;3;0;193;4;2;0;1;1;0;0
11-01-2023;5:00:00;11-01-2023 5:00;4;4;0;564;5;2;0;1;1;0;0
11-01-2023;6:00:00;11-01-2023 6:00;4;4;0;228;6;2;0;1;1;0;0
11-01-2023;7:00:00;11-01-2023 7:00;19;19;0;315;7;2;0;1;1;0;0
11-01-2023;8:00:00;11-01-2023 8:00;77;77;0;295;8;2;0;1;1;0;1
11-01-2023;9:00:00;11-01-2023 9:00;144;144;0;405;9;2;0;1;1;0;1
11-01-2023;10:00:00;11-01-2023 10:00;163;163;0;337;10;2;0;1;1;0;1
11-01-2023;11:00:00;11-01-2023 11:00;189;189;0;346;11;2;0;1;1;0;1
11-01-2023;12:00:00;11-01-2023 12:00;220;206;14;333;12;2;0;1;1;0;1
11-01-2023;13:00:00;11-01-2023 13:00;148;146;2;344;13;2;0;1;1;0;1
11-01-2023;14:00:00;11-01-2023 14:00;151;150;1;295;14;2;0;1;1;0;1
11-01-2023;15:00:00;11-01-2023 15:00;202;198;4;351;15;2;0;1;1;0;1
11-01-2023;16:00:00;11-01-2023 16:00;147;145;2;373;16;2;0;1;1;0;1
11-01-2023;17:00:00;11-01-2023 17:00;183;183;0;310;17;2;0;1;1;0;1
11-01-2023;18:00:00;11-01-2023 18:00;131;128;3;312;18;2;0;1;1;0;0
11-01-2023;19:00:00;11-01-2023 19:00;133;133;0;339;19;2;0;1;1;0;0
11-01-2023;20:00:00;11-01-2023 20:00;97;96;1;290;20;2;0;1;1;0;0
11-01-2023;21:00:00;11-01-2023 21:00;105;104;1;280;21;2;0;1;1;0;0
11-01-2023;22:00:00;11-01-2023 22:00;88;85;3;304;22;2;0;1;1;0;0
11-01-2023;23:00:00;11-01-2023 23:00;36;36;0;270;23;2;0;1;1;0;0
12-01-2023;0:00:00;12-01-2023 0:00;14;14;0;220;0;3;0;1;1;0;0
12-01-2023;1:00:00;12-01-2023 1:00;7;7;0;294;1;3;0;1;1;0;0
12-01-2023;3:00:00;12-01-2023 3:00;3;3;0;126;3;3;0;1;1;0;0
12-01-2023;4:00:00;12-01-2023 4:00;3;3;0;248;4;3;0;1;1;0;0
12-01-2023;5:00:00;12-01-2023 5:00;3;3;0;414;5;3;0;1;1;0;0
12-01-2023;6:00:00;12-01-2023 6:00;13;13;0;272;6;3;0;1;1;0;0
12-01-2023;7:00:00;12-01-2023 7:00;28;28;0;291;7;3;0;1;1;0;0
12-01-2023;8:00:00;12-01-2023 8:00;82;82;0;333;8;3;0;1;1;0;1
12-01-2023;9:00:00;12-01-2023 9:00;179;178;1;333;9;3;0;1;1;0;1
12-01-2023;10:00:00;12-01-2023 10:00;200;192;8;319;10;3;0;1;1;0;1
12-01-2023;11:00:00;12-01-2023 11:00;186;185;1;361;11;3;0;1;1;0;1
12-01-2023;12:00:00;12-01-2023 12:00;213;207;6;348;12;3;0;1;1;0;1
12-01-2023;13:00:00;12-01-2023 13:00;185;182;3;371;13;3;0;1;1;0;1
12-01-2023;14:00:00;12-01-2023 14:00;153;152;1;334;14;3;0;1;1;0;1
12-01-2023;15:00:00;12-01-2023 15:00;160;159;1;322;15;3;0;1;1;0;1
12-01-2023;16:00:00;12-01-2023 16:00;149;148;1;320;16;3;0;1;1;0;1
12-01-2023;17:00:00;12-01-2023 17:00;142;141;1;302;17;3;0;1;1;0;1
12-01-2023;18:00:00;12-01-2023 18:00;113;112;1;299;18;3;0;1;1;0;0
12-01-2023;19:00:00;12-01-2023 19:00;84;84;0;261;19;3;0;1;1;0;0
12-01-2023;20:00:00;12-01-2023 20:00;89;88;1;269;20;3;0;1;1;0;0
12-01-2023;21:00:00;12-01-2023 21:00;72;71;1;249;21;3;0;1;1;0;0
12-01-2023;22:00:00;12-01-2023 22:00;71;70;1;268;22;3;0;1;1;0;0
12-01-2023;23:00:00;12-01-2023 23:00;46;46;0;292;23;3;0;1;1;0;0
13-01-2023;0:00:00;13-01-2023 0:00;9;9;0;466;0;4;0;1;1;0;0
13-01-2023;1:00:00;13-01-2023 1:00;5;5;0;296;1;4;0;1;1;0;0
13-01-2023;2:00:00;13-01-2023 2:00;1;1;0;116;2;4;0;1;1;0;0
13-01-2023;4:00:00;13-01-2023 4:00;1;1;0;483;4;4;0;1;1;0;0
13-01-2023;5:00:00;13-01-2023 5:00;1;1;0;269;5;4;0;1;1;0;0
13-01-2023;6:00:00;13-01-2023 6:00;2;2;0;343;6;4;0;1;1;0;0
13-01-2023;7:00:00;13-01-2023 7:00;17;16;1;280;7;4;0;1;1;0;0
13-01-2023;8:00:00;13-01-2023 8:00;73;73;0;284;8;4;0;1;1;0;1
13-01-2023;9:00:00;13-01-2023 9:00;150;150;0;315;9;4;0;1;1;0;1
13-01-2023;10:00:00;13-01-2023 10:00;177;173;4;339;10;4;0;1;1;0;1
13-01-2023;11:00:00;13-01-2023 11:00;186;186;0;325;11;4;0;1;1;0;1
13-01-2023;12:00:00;13-01-2023 12:00;168;166;2;341;12;4;0;1;1;0;1
13-01-2023;13:00:00;13-01-2023 13:00;158;155;3;352;13;4;0;1;1;0;1
13-01-2023;14:00:00;13-01-2023 14:00;136;136;0;361;14;4;0;1;1;0;1
13-01-2023;15:00:00;13-01-2023 15:00;132;131;1;334;15;4;0;1;1;0;1
13-01-2023;16:00:00;13-01-2023 16:00;126;126;0;352;16;4;0;1;1;0;1
13-01-2023;17:00:00;13-01-2023 17:00;167;166;1;285;17;4;0;1;1;0;1
13-01-2023;18:00:00;13-01-2023 18:00;119;119;0;304;18;4;0;1;1;0;0
13-01-2023;19:00:00;13-01-2023 19:00;98;98;0;275;19;4;0;1;1;0;0
13-01-2023;20:00:00;13-01-2023 20:00;77;77;0;274;20;4;0;1;1;0;0
13-01-2023;21:00:00;13-01-2023 21:00;81;81;0;294;21;4;0;1;1;0;0
